cluster,max_label,max_proportion
0,halfdim7,0.1328879
1,fulldim7,0.14946808
2,fulldim7,0.14522584
3,augminor7,0.13431269
4,major7,0.125
5,major7,0.13389356
6,fulldim7,0.13633399
7,fulldim7,0.15272728
8,halfdim7,0.13438046
9,minormajor7,0.13962264
10,halfdim7,0.14385027
11,fulldim7,0.16265798
12,major7,0.13590264
13,major7,0.13557859
14,minormajor7,0.12682927
15,major7,0.125
16,major7,0.125
17,minormajor7,0.16015819
18,fulldim7,0.13560805
19,minor7,0.13125
20,minor7,0.15218902
21,major7,0.13130435
22,halfdim7,0.12971343
23,augmajor7,0.1787176
24,halfdim7,0.17227635
25,augmajor7,0.15857406
26,majorminor7,0.13654096
27,major7,0.15315315
