cluster,max_label,max_proportion
0,minor7,0.13002364
1,fulldim7,0.15204327
2,major7,0.16510904
3,minor7,0.13325183
4,major7,0.125
5,fulldim7,0.13851167
6,major7,0.125
7,halfdim7,0.14382298
8,fulldim7,0.14607465
9,minormajor7,0.13962264
10,halfdim7,0.14032073
11,fulldim7,0.17046818
12,minor7,0.13333334
13,major7,0.13378906
14,minormajor7,0.12745099
15,major7,0.125
16,major7,0.125
17,minormajor7,0.15627669
18,fulldim7,0.1330604
19,minor7,0.13063763
20,augmajor7,0.21891418
21,major7,0.13374668
22,halfdim7,0.1293233
23,augmajor7,0.17790414
24,minor7,0.22706422
25,fulldim7,0.18481147
26,augminor7,0.14917128
27,major7,0.15315315
28,majorminor7,0.13097455
29,minor7,0.13186814
30,fulldim7,0.1757085
31,majorminor7,0.1384804
