0,99
1,99
2,84
3,87
4,99
5,106
6,90
7,98
8,96
9,86
10,79
11,90
12,84
13,119
14,102
15,101
16,92
17,111
18,82
19,92
20,101
21,95
22,101
23,110
24,91
25,101
26,86
27,117
28,105
29,100
30,97
31,107
32,99
33,94
34,95
35,101
36,92
37,119
38,98
39,98
40,104
41,93
42,94
43,98
44,95
45,101
46,98
47,111
48,107
49,116
50,93
51,101
52,102
53,111
54,103
55,101
56,102
57,90
58,87
59,96
60,91
61,109
62,111
63,91
64,105
65,89
66,101
67,101
68,96
69,110
70,103
71,100
72,85
73,110
74,99
75,104
76,103
77,95
78,96
79,86
80,106
81,114
82,97
83,100
84,98
85,83
86,81
87,91
88,104
89,103
90,95
91,120
92,90
93,109
94,83
95,102
96,92
97,94
98,89
99,106
100,102
101,108
102,105
103,110
104,94
105,88
106,91
107,88
108,102
109,102
110,97
111,99
112,94
113,96
114,87
115,98
116,113
117,112
118,92
119,96
120,88
121,107
122,77
123,107
124,114
125,104
126,94
127,107
128,92
129,110
130,94
131,112
132,106
133,91
134,99
135,105
136,92
137,104
138,100
139,88
140,100
141,100
142,99
143,104
144,92
145,97
146,98
147,88
148,109
149,97
150,105
151,97
152,98
153,112
154,114
155,92
156,93
157,100
158,113
159,108
160,105
161,111
162,110
163,117
164,112
165,107
166,112
167,99
168,93
169,92
170,84
171,108
172,102
173,95
174,82
175,104
176,94
177,104
178,109
179,94
180,118
181,92
182,98
183,74
184,95
185,86
186,112
187,115
188,103
189,97
190,108
191,96
192,106
193,108
194,95
195,94
196,98
197,94
198,107
199,74
200,104
201,92
202,99
203,109
204,100
205,101
206,104
207,104
208,96
209,92
210,91
211,102
212,127
213,101
214,108
215,102
216,96
217,89
218,91
219,102
220,104
221,81
222,97
223,104
224,114
225,116
226,84
227,83
228,104
229,98
230,101
231,81
232,101
233,94
234,94
235,90
236,97
237,91
238,98
239,110
240,110
241,87
242,115
243,101
244,108
245,105
246,96
247,99
248,96
249,94
250,93
251,85
252,105
253,102
254,118
255,117
256,81
257,93
258,110
259,121
260,106
261,67
262,105
263,117
264,96
265,84
266,104
267,119
268,106
269,105
270,106
271,128
272,89
273,91
274,86
275,100
276,95
277,89
278,97
279,99
280,112
281,104
282,120
283,103
284,116
285,106
286,107
287,111
288,98
289,112
290,99
291,109
292,88
293,98
294,98
295,114
296,96
297,117
298,104
299,94
300,98
301,112
302,88
303,100
304,108
305,98
306,104
307,120
308,95
309,103
310,102
311,89
312,114
313,99
314,94
315,106
316,86
317,102
318,108
319,100
320,115
321,92
322,116
323,91
324,113
325,87
326,123
327,103
328,111
329,98
330,106
331,97
332,106
333,105
334,122
335,104
336,94
337,92
338,107
339,108
340,102
341,80
342,93
343,97
344,103
345,100
346,77
347,87
348,93
349,100
350,101
351,99
352,95
353,98
354,100
355,106
356,96
357,93
358,98
359,117
360,113
361,92
362,90
363,105
364,100
365,109
366,100
367,98
368,107
369,93
370,92
371,101
372,106
373,86
374,95
375,97
376,103
377,102
378,104
379,90
380,89
381,99
382,92
383,99
384,103
385,98
386,112
387,119
388,85
389,97
390,98
391,105
392,108
393,103
394,108
395,96
