0,100
1,99
2,84
3,87
4,99
5,105
6,89
7,98
8,96
9,87
10,79
11,90
12,85
13,120
14,102
15,101
16,91
17,111
18,82
19,92
20,101
21,96
22,101
23,108
24,91
25,100
26,86
27,117
28,105
29,100
30,97
31,107
32,99
33,94
34,95
35,101
36,92
37,118
38,98
39,99
40,104
41,93
42,95
43,98
44,95
45,102
46,98
47,110
48,107
49,117
50,92
51,101
52,102
53,110
54,103
55,100
56,101
57,90
58,87
59,97
60,91
61,109
62,112
63,91
64,107
65,89
66,101
67,101
68,96
69,110
70,103
71,101
72,85
73,110
74,99
75,104
76,104
77,95
78,96
79,86
80,106
81,114
82,97
83,103
84,98
85,82
86,81
87,90
88,104
89,103
90,95
91,120
92,90
93,109
94,83
95,102
96,92
97,94
98,88
99,106
100,101
101,108
102,106
103,112
104,94
105,89
106,91
107,89
108,102
109,102
110,97
111,99
112,93
113,97
114,87
115,98
116,113
117,111
118,92
119,96
120,88
121,108
122,78
123,107
124,114
125,104
126,94
127,107
128,92
129,110
130,93
131,112
132,106
133,91
134,99
135,105
136,91
137,104
138,100
139,88
140,100
141,100
142,99
143,104
144,92
145,97
146,97
147,90
148,108
149,96
150,105
151,97
152,98
153,111
154,114
155,93
156,93
157,99
158,113
159,108
160,105
161,110
162,110
163,118
164,112
165,107
166,112
167,99
168,93
169,92
170,84
171,109
172,101
173,95
174,82
175,105
176,93
177,104
178,109
179,94
180,117
181,92
182,98
183,74
184,97
185,86
186,112
187,117
188,103
189,98
190,109
191,96
192,107
193,108
194,95
195,94
196,98
197,94
198,108
199,74
200,104
201,91
202,99
203,108
204,99
205,101
206,103
207,104
208,96
209,92
210,91
211,101
212,127
213,101
214,108
215,102
216,96
217,89
218,91
219,102
220,104
221,81
222,97
223,104
224,114
225,116
226,84
227,83
228,106
229,98
230,101
231,81
232,101
233,94
234,93
235,90
236,98
237,91
238,98
239,109
240,110
241,87
242,115
243,101
244,109
245,105
246,95
247,98
248,96
249,94
250,93
251,85
252,105
253,102
254,118
255,118
256,81
257,93
258,110
259,120
260,106
261,67
262,104
263,117
264,95
265,84
266,104
267,118
268,106
269,104
270,106
271,128
272,88
273,93
274,86
275,100
276,94
277,90
278,97
279,98
280,112
281,105
282,119
283,103
284,117
285,106
286,107
287,112
288,98
289,112
290,99
291,110
292,88
293,99
294,99
295,112
296,96
297,118
298,103
299,94
300,98
301,112
302,88
303,100
304,109
305,98
306,104
307,120
308,95
309,103
310,102
311,89
