cluster,max_label,max_proportion
0,hairpin,0.27515724
1,flat,0.53831774
2,flat,0.48097825
3,hairpin,0.20092379
4,hairpin,0.23114754
5,subp,0.26542056
6,revhairpin,0.2680203
7,hairpin,0.22887324
8,flat,0.525
9,subp,0.22380106
10,flat,0.51724136
11,hairpin,0.21832359
12,revhairpin,0.24219726
13,subp,0.30147058
14,flat,0.3857143
15,hairpin,0.2325228
16,revhairpin,0.24509804
17,subf,0.25680932
18,revhairpin,0.21827412
19,subp,0.28514057
20,revhairpin,0.23543689
21,hairpin,0.22577092
22,subp,0.33578432
23,flat,0.37373737
24,flat,0.2360406
25,subf,0.6633166
26,revhairpin,0.22409639
27,subf,0.31861198
