set_type,set_type_count,name,count,proportion
test,2979,AcousticBass-a4-maj-4156_inv0,1,0.0003356831151393085
test,2979,AcousticBass-a4-mm1-1465_inv0,1,0.0003356831151393085
test,2979,AcousticBass-a4-mm1-1645_inv0,1,0.0003356831151393085
test,2979,AcousticBass-as4-maj-4156_inv0,1,0.0003356831151393085
test,2979,AcousticBass-as4-maj-5641_inv0,1,0.0003356831151393085
test,2979,AcousticBass-b4-maj-1465_inv0,1,0.0003356831151393085
test,2979,AcousticBass-b4-maj-4156_inv0,1,0.0003356831151393085
test,2979,AcousticBass-b4-mm1-2516_inv0,1,0.0003356831151393085
test,2979,AcousticBass-c4-maj-4156_inv0,1,0.0003356831151393085
test,2979,AcousticBass-cs4-mm1-1465_inv0,1,0.0003356831151393085
test,2979,AcousticBass-cs4-mm1-5415_inv0,1,0.0003356831151393085
test,2979,AcousticBass-d4-maj-5641_inv0,1,0.0003356831151393085
test,2979,AcousticBass-d4-mm1-1564_inv0,1,0.0003356831151393085
test,2979,AcousticBass-f4-maj-5415_inv0,1,0.0003356831151393085
test,2979,AcousticBass-f4-maj-5641_inv0,1,0.0003356831151393085
test,2979,AcousticBass-f4-mm1-6415_inv0,1,0.0003356831151393085
test,2979,AcousticBass-fs4-maj-1451_inv0,1,0.0003356831151393085
test,2979,AcousticBass-fs4-maj-1564_inv0,1,0.0003356831151393085
test,2979,AcousticBass-fs4-maj-2516_inv0,1,0.0003356831151393085
test,2979,AcousticBass-fs4-maj-6415_inv0,1,0.0003356831151393085
test,2979,AcousticBass-g4-maj-1451_inv0,1,0.0003356831151393085
test,2979,AcousticBass-g4-maj-6415_inv0,1,0.0003356831151393085
test,2979,AcousticBass-g4-mm1-6415_inv0,1,0.0003356831151393085
test,2979,AcousticBass-gs4-maj-5415_inv0,1,0.0003356831151393085
test,2979,AcousticBass-gs4-mm1-1451_inv0,1,0.0003356831151393085
test,2979,AcousticBass-gs4-mm1-1465_inv0,1,0.0003356831151393085
test,2979,AcousticGrandPiano-as4-maj-1451_inv0,1,0.0003356831151393085
test,2979,AcousticGrandPiano-as4-maj-1645_inv0,1,0.0003356831151393085
test,2979,AcousticGrandPiano-as4-maj-2516_inv0,1,0.0003356831151393085
test,2979,AcousticGrandPiano-b4-mm1-2516_inv0,1,0.0003356831151393085
test,2979,AcousticGrandPiano-c4-mm1-2516_inv0,1,0.0003356831151393085
