fold,fold_count,name,count,proportion
1,1325,AcousticBass-a4-maj-e_2-1145-s_N_inv0,1,0.0007547169811320754
1,1325,AcousticBass-a4-min-e_2-1145-s_N_inv0,1,0.0007547169811320754
1,1325,AcousticBass-as4-maj-e_2-1625-s_N_inv0,1,0.0007547169811320754
1,1325,AcousticBass-cs4-maj-e_2-1145-s_N_inv0,1,0.0007547169811320754
1,1325,AcousticBass-cs4-min-e_2-1251-s_S_inv0,1,0.0007547169811320754
1,1325,AcousticBass-d4-min-e_2-1145-s_S_inv0,1,0.0007547169811320754
1,1325,AcousticBass-ds4-maj-e_2-1145-s_T_inv0,1,0.0007547169811320754
1,1325,AcousticBass-e4-maj-e_2-1145-s_N_inv0,1,0.0007547169811320754
1,1325,AcousticBass-e4-min-e_2-1251-s_N_inv0,1,0.0007547169811320754
1,1325,AcousticBass-e4-min-e_2-1625-s_N_inv0,1,0.0007547169811320754
1,1325,AcousticBass-f4-maj-e_2-1365-s_N_inv0,1,0.0007547169811320754
1,1325,AcousticBass-f4-min-e_2-1145-s_N_inv0,1,0.0007547169811320754
1,1325,AcousticBass-g4-maj-e_2-1145-s_T_inv0,1,0.0007547169811320754
1,1325,AcousticBass-g4-maj-e_2-1365-s_S_inv0,1,0.0007547169811320754
1,1325,AcousticBass-g4-min-e_2-1145-s_T_inv0,1,0.0007547169811320754
1,1325,AcousticBass-g4-min-e_2-1365-s_T_inv0,1,0.0007547169811320754
1,1325,AcousticBass-gs4-min-e_2-1145-s_S_inv0,1,0.0007547169811320754
1,1325,AcousticBass-gs4-min-e_2-1251-s_S_inv0,1,0.0007547169811320754
1,1325,AcousticGrandPiano-a4-maj-e_2-1625-s_T_inv0,1,0.0007547169811320754
1,1325,AcousticGrandPiano-as4-min-e_2-1145-s_N_inv0,1,0.0007547169811320754
1,1325,AcousticGrandPiano-b4-maj-e_2-1145-s_S_inv0,1,0.0007547169811320754
1,1325,AcousticGrandPiano-cs4-maj-e_2-1145-s_N_inv0,1,0.0007547169811320754
1,1325,AcousticGrandPiano-cs4-maj-e_2-1251-s_S_inv0,1,0.0007547169811320754
1,1325,AcousticGrandPiano-cs4-min-e_2-1145-s_N_inv0,1,0.0007547169811320754
1,1325,AcousticGrandPiano-d4-maj-e_2-1365-s_S_inv0,1,0.0007547169811320754
1,1325,AcousticGrandPiano-d4-maj-e_2-1625-s_N_inv0,1,0.0007547169811320754
1,1325,AcousticGrandPiano-d4-min-e_2-1145-s_S_inv0,1,0.0007547169811320754
1,1325,AcousticGrandPiano-ds4-min-e_2-1251-s_T_inv0,1,0.0007547169811320754
1,1325,AcousticGrandPiano-e4-min-e_2-1145-s_N_inv0,1,0.0007547169811320754
1,1325,AcousticGrandPiano-fs4-maj-e_2-1625-s_N_inv0,1,0.0007547169811320754
1,1325,AcousticGrandPiano-fs4-min-e_2-1251-s_S_inv0,1,0.0007547169811320754
1,1325,AcousticGrandPiano-fs4-min-e_2-1365-s_N_inv0,1,0.0007547169811320754
1,1325,AcousticGrandPiano-gs4-min-e_2-1251-s_S_inv0,1,0.0007547169811320754
1,1325,AcousticGuitar(nylon)-a4-maj-e_2-1145-s_N_inv0,1,0.0007547169811320754
1,1325,AcousticGuitar(nylon)-a4-min-e_2-1251-s_S_inv0,1,0.0007547169811320754
1,1325,AcousticGuitar(nylon)-as4-maj-e_2-1251-s_N_inv0,1,0.0007547169811320754
