fold,fold_count,name,count,proportion
1,1530,Agogo_D:SnareDrum1-bpm_120-rvb_0-offms_0-10a11,1,0.00065359477124183
1,1530,Agogo_D:SnareDrum1-bpm_120-rvb_0-offms_1067-3a10,1,0.00065359477124183
1,1530,Agogo_D:SnareDrum1-bpm_120-rvb_0-offms_1067-7a11,1,0.00065359477124183
1,1530,Agogo_D:SnareDrum1-bpm_120-rvb_0-offms_1067-7a8,1,0.00065359477124183
1,1530,Agogo_D:SnareDrum1-bpm_120-rvb_0-offms_120-3a10,1,0.00065359477124183
1,1530,Agogo_D:SnareDrum1-bpm_120-rvb_0-offms_120-4a5,1,0.00065359477124183
1,1530,Agogo_D:SnareDrum1-bpm_120-rvb_0-offms_204-3a10,1,0.00065359477124183
1,1530,Agogo_D:SnareDrum1-bpm_120-rvb_0-offms_204-4a9,1,0.00065359477124183
1,1530,Agogo_D:SnareDrum1-bpm_120-rvb_0-offms_204-7a9,1,0.00065359477124183
1,1530,Agogo_D:SnareDrum1-bpm_120-rvb_0-offms_204-9a11,1,0.00065359477124183
1,1530,Agogo_D:SnareDrum1-bpm_120-rvb_1-offms_0-3a8,1,0.00065359477124183
1,1530,Agogo_D:SnareDrum1-bpm_120-rvb_1-offms_0-4a5,1,0.00065359477124183
1,1530,Agogo_D:SnareDrum1-bpm_120-rvb_1-offms_0-7a12,1,0.00065359477124183
1,1530,Agogo_D:SnareDrum1-bpm_120-rvb_1-offms_0-9a11,1,0.00065359477124183
1,1530,Agogo_D:SnareDrum1-bpm_120-rvb_1-offms_1067-5a9,1,0.00065359477124183
1,1530,Agogo_D:SnareDrum1-bpm_120-rvb_1-offms_204-5a8,1,0.00065359477124183
1,1530,Agogo_D:SnareDrum1-bpm_120-rvb_1-offms_700-5a6,1,0.00065359477124183
1,1530,Agogo_D:SnareDrum1-bpm_120-rvb_1-offms_700-9a10,1,0.00065359477124183
1,1530,Agogo_D:SnareDrum1-bpm_120-rvb_2-offms_0-11a12,1,0.00065359477124183
1,1530,Agogo_D:SnareDrum1-bpm_120-rvb_2-offms_0-5a8,1,0.00065359477124183
1,1530,Agogo_D:SnareDrum1-bpm_120-rvb_2-offms_0-6a11,1,0.00065359477124183
1,1530,Agogo_D:SnareDrum1-bpm_120-rvb_2-offms_0-7a9,1,0.00065359477124183
1,1530,Agogo_D:SnareDrum1-bpm_120-rvb_2-offms_120-2a11,1,0.00065359477124183
1,1530,Agogo_D:SnareDrum1-bpm_120-rvb_2-offms_120-5a11,1,0.00065359477124183
1,1530,Agogo_D:SnareDrum1-bpm_120-rvb_2-offms_700-7a12,1,0.00065359477124183
1,1530,Agogo_D:SnareDrum1-bpm_180-rvb_0-offms_0-8a11,1,0.00065359477124183
1,1530,Agogo_D:SnareDrum1-bpm_180-rvb_0-offms_1067-9a10,1,0.00065359477124183
1,1530,Agogo_D:SnareDrum1-bpm_180-rvb_0-offms_120-3a5,1,0.00065359477124183
1,1530,Agogo_D:SnareDrum1-bpm_180-rvb_0-offms_204-2a7,1,0.00065359477124183
1,1530,Agogo_D:SnareDrum1-bpm_180-rvb_0-offms_204-3a10,1,0.00065359477124183
1,1530,Agogo_D:SnareDrum1-bpm_180-rvb_0-offms_204-3a11,1,0.00065359477124183
1,1530,Agogo_D:SnareDrum1-bpm_180-rvb_0-offms_204-5a11,1,0.00065359477124183
