set_type,set_type_count,name,count,proportion
test,4590,Agogo_D:SnareDrum1-bpm_120-rvb_0-offms_0-2a5,1,0.00021786492374727668
test,4590,Agogo_D:SnareDrum1-bpm_120-rvb_0-offms_0-3a10,1,0.00021786492374727668
test,4590,Agogo_D:SnareDrum1-bpm_120-rvb_0-offms_0-4a5,1,0.00021786492374727668
test,4590,Agogo_D:SnareDrum1-bpm_120-rvb_0-offms_0-4a9,1,0.00021786492374727668
test,4590,Agogo_D:SnareDrum1-bpm_120-rvb_0-offms_1067-4a5,1,0.00021786492374727668
test,4590,Agogo_D:SnareDrum1-bpm_120-rvb_0-offms_1067-4a7,1,0.00021786492374727668
test,4590,Agogo_D:SnareDrum1-bpm_120-rvb_0-offms_1067-5a7,1,0.00021786492374727668
test,4590,Agogo_D:SnareDrum1-bpm_120-rvb_0-offms_1067-5a8,1,0.00021786492374727668
test,4590,Agogo_D:SnareDrum1-bpm_120-rvb_0-offms_1067-7a12,1,0.00021786492374727668
test,4590,Agogo_D:SnareDrum1-bpm_120-rvb_0-offms_1067-8a9,1,0.00021786492374727668
test,4590,Agogo_D:SnareDrum1-bpm_120-rvb_0-offms_120-10a11,1,0.00021786492374727668
test,4590,Agogo_D:SnareDrum1-bpm_120-rvb_0-offms_204-3a11,1,0.00021786492374727668
test,4590,Agogo_D:SnareDrum1-bpm_120-rvb_0-offms_204-5a9,1,0.00021786492374727668
test,4590,Agogo_D:SnareDrum1-bpm_120-rvb_0-offms_700-2a7,1,0.00021786492374727668
test,4590,Agogo_D:SnareDrum1-bpm_120-rvb_0-offms_700-3a10,1,0.00021786492374727668
test,4590,Agogo_D:SnareDrum1-bpm_120-rvb_0-offms_700-3a5,1,0.00021786492374727668
test,4590,Agogo_D:SnareDrum1-bpm_120-rvb_0-offms_700-5a11,1,0.00021786492374727668
test,4590,Agogo_D:SnareDrum1-bpm_120-rvb_0-offms_700-6a11,1,0.00021786492374727668
test,4590,Agogo_D:SnareDrum1-bpm_120-rvb_0-offms_700-7a10,1,0.00021786492374727668
