fold,fold_count,name,count,proportion
1,994,AcousticBass-a4-maj-1645_inv0,1,0.001006036217303823
1,994,AcousticBass-a4-mm1-2516_inv0,1,0.001006036217303823
1,994,AcousticBass-as4-maj-1451_inv0,1,0.001006036217303823
1,994,AcousticBass-cs4-maj-1645_inv0,1,0.001006036217303823
1,994,AcousticBass-cs4-maj-6415_inv0,1,0.001006036217303823
1,994,AcousticBass-d4-maj-4156_inv0,1,0.001006036217303823
1,994,AcousticBass-ds4-maj-2516_inv0,1,0.001006036217303823
1,994,AcousticBass-e4-maj-1645_inv0,1,0.001006036217303823
1,994,AcousticBass-e4-mm1-1465_inv0,1,0.001006036217303823
1,994,AcousticBass-e4-mm1-5641_inv0,1,0.001006036217303823
1,994,AcousticBass-f4-mm1-2516_inv0,1,0.001006036217303823
1,994,AcousticBass-g4-maj-2516_inv0,1,0.001006036217303823
1,994,AcousticBass-g4-mm1-4156_inv0,1,0.001006036217303823
1,994,AcousticBass-gs4-maj-4156_inv0,1,0.001006036217303823
1,994,AcousticBass-gs4-maj-6415_inv0,1,0.001006036217303823
1,994,AcousticGrandPiano-a4-maj-1465_inv0,1,0.001006036217303823
1,994,AcousticGrandPiano-as4-mm1-2516_inv0,1,0.001006036217303823
1,994,AcousticGrandPiano-b4-mm1-1645_inv0,1,0.001006036217303823
1,994,AcousticGrandPiano-cs4-maj-1645_inv0,1,0.001006036217303823
1,994,AcousticGrandPiano-cs4-mm1-2516_inv0,1,0.001006036217303823
1,994,AcousticGrandPiano-cs4-mm1-5415_inv0,1,0.001006036217303823
1,994,AcousticGrandPiano-d4-maj-1451_inv0,1,0.001006036217303823
1,994,AcousticGrandPiano-d4-maj-4156_inv0,1,0.001006036217303823
1,994,AcousticGrandPiano-ds4-mm1-6415_inv0,1,0.001006036217303823
1,994,AcousticGrandPiano-e4-mm1-2516_inv0,1,0.001006036217303823
1,994,AcousticGrandPiano-fs4-maj-1451_inv0,1,0.001006036217303823
1,994,AcousticGrandPiano-fs4-maj-6415_inv0,1,0.001006036217303823
1,994,AcousticGrandPiano-gs4-maj-6415_inv0,1,0.001006036217303823
1,994,AcousticGuitar(nylon)-a4-maj-1645_inv0,1,0.001006036217303823
1,994,AcousticGuitar(nylon)-a4-maj-6415_inv0,1,0.001006036217303823
1,994,AcousticGuitar(nylon)-as4-maj-5415_inv0,1,0.001006036217303823
1,994,AcousticGuitar(nylon)-b4-mm1-5641_inv0,1,0.001006036217303823
1,994,AcousticGuitar(nylon)-d4-mm1-6415_inv0,1,0.001006036217303823
1,994,AcousticGuitar(nylon)-e4-mm1-4156_inv0,1,0.001006036217303823
1,994,AcousticGuitar(nylon)-f4-mm1-1645_inv0,1,0.001006036217303823
1,994,AcousticGuitar(nylon)-gs4-maj-6415_inv0,1,0.001006036217303823
1,994,AcousticGuitar(steel)-as4-mm1-1645_inv0,1,0.001006036217303823
1,994,AcousticGuitar(steel)-b4-mm1-1645_inv0,1,0.001006036217303823
1,994,AcousticGuitar(steel)-c4-maj-1564_inv0,1,0.001006036217303823
1,994,AcousticGuitar(steel)-cs4-maj-1564_inv0,1,0.001006036217303823
1,994,AcousticGuitar(steel)-cs4-maj-2516_inv0,1,0.001006036217303823
1,994,AcousticGuitar(steel)-cs4-mm1-1645_inv0,1,0.001006036217303823
1,994,AcousticGuitar(steel)-ds4-maj-5415_inv0,1,0.001006036217303823
1,994,AcousticGuitar(steel)-e4-maj-5415_inv0,1,0.001006036217303823
1,994,AcousticGuitar(steel)-f4-maj-1645_inv0,1,0.001006036217303823
1,994,AcousticGuitar(steel)-f4-mm1-1465_inv0,1,0.001006036217303823
1,994,AcousticGuitar(steel)-f4-mm1-5641_inv0,1,0.001006036217303823
1,994,AcousticGuitar(steel)-g4-maj-4156_inv0,1,0.001006036217303823
1,994,AltoSax-a4-maj-1645_inv0,1,0.001006036217303823
1,994,AltoSax-a4-maj-4156_inv0,1,0.001006036217303823
1,994,AltoSax-a4-maj-5415_inv0,1,0.001006036217303823
1,994,AltoSax-as4-maj-1564_inv0,1,0.001006036217303823
1,994,AltoSax-as4-maj-1645_inv0,1,0.001006036217303823
1,994,AltoSax-as4-mm1-1451_inv0,1,0.001006036217303823
1,994,AltoSax-b4-maj-2516_inv0,1,0.001006036217303823
1,994,AltoSax-b4-mm1-1564_inv0,1,0.001006036217303823
1,994,AltoSax-e4-mm1-4156_inv0,1,0.001006036217303823
1,994,AltoSax-f4-maj-5641_inv0,1,0.001006036217303823
1,994,AltoSax-gs4-maj-5415_inv0,1,0.001006036217303823
1,994,AltoSax-gs4-mm1-1451_inv0,1,0.001006036217303823
1,994,Bagpipe-as4-maj-2516_inv0,1,0.001006036217303823
1,994,Bagpipe-c4-mm1-1645_inv0,1,0.001006036217303823
1,994,Bagpipe-cs4-mm1-6415_inv0,1,0.001006036217303823
1,994,Bagpipe-f4-mm1-6415_inv0,1,0.001006036217303823
1,994,Bagpipe-fs4-maj-1564_inv0,1,0.001006036217303823
1,994,Bagpipe-g4-mm1-1451_inv0,1,0.001006036217303823
1,994,Bagpipe-gs4-mm1-1564_inv0,1,0.001006036217303823
1,994,Banjo-b4-mm1-1564_inv0,1,0.001006036217303823
1,994,Banjo-cs4-maj-1645_inv0,1,0.001006036217303823
1,994,Banjo-cs4-mm1-1465_inv0,1,0.001006036217303823
1,994,Banjo-cs4-mm1-6415_inv0,1,0.001006036217303823
1,994,Banjo-d4-maj-2516_inv0,1,0.001006036217303823
1,994,Banjo-e4-maj-1465_inv0,1,0.001006036217303823
1,994,Banjo-e4-mm1-6415_inv0,1,0.001006036217303823
1,994,Banjo-g4-mm1-1645_inv0,1,0.001006036217303823
1,994,Banjo-gs4-mm1-2516_inv0,1,0.001006036217303823
1,994,BaritoneSax-as4-mm1-2516_inv0,1,0.001006036217303823
1,994,BaritoneSax-c4-mm1-2516_inv0,1,0.001006036217303823
1,994,BaritoneSax-c4-mm1-5415_inv0,1,0.001006036217303823
1,994,BaritoneSax-ds4-mm1-1451_inv0,1,0.001006036217303823
1,994,BaritoneSax-e4-mm1-1451_inv0,1,0.001006036217303823
1,994,BaritoneSax-f4-maj-1645_inv0,1,0.001006036217303823
1,994,BaritoneSax-fs4-maj-1451_inv0,1,0.001006036217303823
1,994,Bassoon-a4-mm1-1564_inv0,1,0.001006036217303823
1,994,Bassoon-as4-maj-1564_inv0,1,0.001006036217303823
1,994,Bassoon-as4-mm1-1465_inv0,1,0.001006036217303823
1,994,Bassoon-as4-mm1-5641_inv0,1,0.001006036217303823
1,994,Bassoon-ds4-maj-5641_inv0,1,0.001006036217303823
1,994,Bassoon-e4-mm1-5641_inv0,1,0.001006036217303823
1,994,Bassoon-f4-maj-1451_inv0,1,0.001006036217303823
1,994,Bassoon-g4-mm1-1451_inv0,1,0.001006036217303823
1,994,Bassoon-g4-mm1-5415_inv0,1,0.001006036217303823
1,994,BlownBottle-as4-mm1-5415_inv0,1,0.001006036217303823
1,994,BlownBottle-b4-mm1-1451_inv0,1,0.001006036217303823
1,994,BlownBottle-c4-maj-5641_inv0,1,0.001006036217303823
1,994,BlownBottle-cs4-mm1-6415_inv0,1,0.001006036217303823
1,994,BlownBottle-ds4-maj-1451_inv0,1,0.001006036217303823
1,994,BlownBottle-f4-maj-5641_inv0,1,0.001006036217303823
1,994,BlownBottle-g4-maj-6415_inv0,1,0.001006036217303823
1,994,BrassSection-as4-maj-6415_inv0,1,0.001006036217303823
