cluster,max_label,max_proportion
0,subp,0.25336322
1,flat,0.27596438
2,revhairpin,0.21715076
3,subp,0.20933522
4,revhairpin,0.2173913
5,revhairpin,0.21675774
6,hairpin,0.21357286
7,hairpin,0.20952381
8,flat,0.38325992
9,subp,0.22298221
10,subp,0.2375
11,flat,0.42056075
12,flat,0.22058824
13,flat,0.4789916
14,flat,0.27966103
15,hairpin,0.20938215
16,hairpin,0.2187105
17,hairpin,0.21343873
18,hairpin,0.22422259
19,revhairpin,0.21967655
20,subf,0.2264151
21,subf,0.20331325
22,subp,0.19666667
23,hairpin,0.20822838
