set_type,set_type_count,path,count,proportion
test,1986,A#_aug_5_105_Banjo.wav,1,0.0005035246727089627
test,1986,A#_aug_5_109_Bagpipe.wav,1,0.0005035246727089627
test,1986,A#_aug_5_16_Hammond_Organ.wav,1,0.0005035246727089627
test,1986,A#_aug_5_17_Percussive_Organ.wav,1,0.0005035246727089627
test,1986,A#_aug_5_20_Reed_Organ.wav,1,0.0005035246727089627
test,1986,A#_aug_5_25_Acoustic_Steel_Guitar.wav,1,0.0005035246727089627
test,1986,A#_aug_5_3_Honky-tonk_Piano.wav,1,0.0005035246727089627
test,1986,A#_aug_5_44_Tremolo_Strings.wav,1,0.0005035246727089627
test,1986,A#_aug_5_4_Rhodes_Piano.wav,1,0.0005035246727089627
test,1986,A#_aug_5_57_Trombone.wav,1,0.0005035246727089627
test,1986,A#_aug_5_59_Muted_Trumpet.wav,1,0.0005035246727089627
test,1986,A#_aug_5_5_Chorused_Piano.wav,1,0.0005035246727089627
test,1986,A#_aug_5_6_Harpsichord.wav,1,0.0005035246727089627
test,1986,A#_aug_5_7_Clavinet.wav,1,0.0005035246727089627
test,1986,A#_aug_5_84_Charang_Lead.wav,1,0.0005035246727089627
test,1986,A#_aug_5_89_Warm_Pad.wav,1,0.0005035246727089627
test,1986,A#_aug_5_94_Halo_Pad.wav,1,0.0005035246727089627
test,1986,A#_aug_5_95_Sweep_Pad.wav,1,0.0005035246727089627
test,1986,A#_aug_64_0_Acoustic_Grand_Piano.wav,1,0.0005035246727089627
test,1986,A#_aug_64_106_Shamisen.wav,1,0.0005035246727089627
test,1986,A#_aug_64_107_Koto.wav,1,0.0005035246727089627
test,1986,A#_aug_64_109_Bagpipe.wav,1,0.0005035246727089627
test,1986,A#_aug_64_11_Vibraphone.wav,1,0.0005035246727089627
test,1986,A#_aug_64_12_Marimba.wav,1,0.0005035246727089627
test,1986,A#_aug_64_24_Acoustic_Nylon_Guitar.wav,1,0.0005035246727089627
test,1986,A#_aug_64_27_Electric_Clean_Guitar.wav,1,0.0005035246727089627
test,1986,A#_aug_64_49_String_Ensemble_2.wav,1,0.0005035246727089627
test,1986,A#_aug_64_51_Synth_Strings_2.wav,1,0.0005035246727089627
test,1986,"A#_aug_64_52_Choir_""Aah"".wav",1,0.0005035246727089627
test,1986,A#_aug_64_67_Baritone_Sax.wav,1,0.0005035246727089627
test,1986,A#_aug_64_69_English_Horn.wav,1,0.0005035246727089627
test,1986,A#_aug_64_75_Pan_Flute.wav,1,0.0005035246727089627
test,1986,A#_aug_64_83_Chiff_Lead.wav,1,0.0005035246727089627
test,1986,A#_aug_64_85_Voice_Lead.wav,1,0.0005035246727089627
test,1986,A#_aug_64_90_Polysynth_Pad.wav,1,0.0005035246727089627
test,1986,A#_aug_6_107_Koto.wav,1,0.0005035246727089627
test,1986,A#_aug_6_111_Shanai.wav,1,0.0005035246727089627
test,1986,A#_aug_6_13_Xylophone.wav,1,0.0005035246727089627
test,1986,A#_aug_6_1_Bright_Acoustic_Piano.wav,1,0.0005035246727089627
test,1986,A#_aug_6_24_Acoustic_Nylon_Guitar.wav,1,0.0005035246727089627
test,1986,A#_aug_6_29_Overdriven_Guitar.wav,1,0.0005035246727089627
test,1986,A#_aug_6_32_Acoustic_Bass.wav,1,0.0005035246727089627
test,1986,A#_aug_6_34_Plucked_Electric_Bass.wav,1,0.0005035246727089627
test,1986,A#_aug_6_37_Slap_Bass_2.wav,1,0.0005035246727089627
test,1986,A#_aug_6_39_Synth_Bass_2.wav,1,0.0005035246727089627
test,1986,A#_aug_6_3_Honky-tonk_Piano.wav,1,0.0005035246727089627
test,1986,A#_aug_6_46_Orchestral_Harp.wav,1,0.0005035246727089627
test,1986,A#_aug_6_58_Tuba.wav,1,0.0005035246727089627
test,1986,A#_aug_6_61_Brass_Section.wav,1,0.0005035246727089627
test,1986,A#_aug_6_85_Voice_Lead.wav,1,0.0005035246727089627
test,1986,A#_aug_6_87_Bass_Lead.wav,1,0.0005035246727089627
test,1986,A#_aug_6_93_Metallic_Pad.wav,1,0.0005035246727089627
test,1986,A#_dim_5_19_Church_Organ.wav,1,0.0005035246727089627
test,1986,A#_dim_5_33_Fingered_Electric_Bass.wav,1,0.0005035246727089627
test,1986,A#_dim_5_35_Fretless_Bass.wav,1,0.0005035246727089627
test,1986,A#_dim_5_40_Violin.wav,1,0.0005035246727089627
test,1986,A#_dim_5_51_Synth_Strings_2.wav,1,0.0005035246727089627
test,1986,A#_dim_5_57_Trombone.wav,1,0.0005035246727089627
test,1986,A#_dim_5_58_Tuba.wav,1,0.0005035246727089627
test,1986,A#_dim_5_62_Synth_Brass_1.wav,1,0.0005035246727089627
test,1986,A#_dim_5_76_Bottle_Blow.wav,1,0.0005035246727089627
test,1986,A#_dim_5_80_Square_Wave_Lead.wav,1,0.0005035246727089627
test,1986,A#_dim_5_87_Bass_Lead.wav,1,0.0005035246727089627
test,1986,A#_dim_5_88_New_Age_Pad.wav,1,0.0005035246727089627
test,1986,A#_dim_64_0_Acoustic_Grand_Piano.wav,1,0.0005035246727089627
test,1986,A#_dim_64_110_Fiddle.wav,1,0.0005035246727089627
test,1986,A#_dim_64_12_Marimba.wav,1,0.0005035246727089627
test,1986,A#_dim_64_20_Reed_Organ.wav,1,0.0005035246727089627
test,1986,A#_dim_64_28_Electric_Muted_Guitar.wav,1,0.0005035246727089627
test,1986,A#_dim_64_35_Fretless_Bass.wav,1,0.0005035246727089627
test,1986,A#_dim_64_42_Cello.wav,1,0.0005035246727089627
test,1986,A#_dim_64_48_String_Ensemble_1.wav,1,0.0005035246727089627
test,1986,A#_dim_64_50_Synth_Strings_1.wav,1,0.0005035246727089627
test,1986,A#_dim_64_54_Synth_Voice.wav,1,0.0005035246727089627
test,1986,A#_dim_64_59_Muted_Trumpet.wav,1,0.0005035246727089627
test,1986,A#_dim_64_61_Brass_Section.wav,1,0.0005035246727089627
test,1986,A#_dim_64_63_Synth_Brass_2.wav,1,0.0005035246727089627
test,1986,A#_dim_64_65_Alto_Sax.wav,1,0.0005035246727089627
test,1986,A#_dim_64_71_Clarinet.wav,1,0.0005035246727089627
test,1986,A#_dim_64_79_Ocarina.wav,1,0.0005035246727089627
test,1986,A#_dim_64_7_Clavinet.wav,1,0.0005035246727089627
