fold,fold_count,midi_program_name,count,proportion
1,1049,Acoustic Bass,8,0.0076263107721639654
1,1049,Acoustic Grand Piano,5,0.004766444232602479
1,1049,Acoustic Nylon Guitar,13,0.012392755004766444
1,1049,Acoustic Steel Guitar,10,0.009532888465204958
1,1049,Alto Sax,8,0.0076263107721639654
1,1049,Bagpipe,9,0.008579599618684462
1,1049,Banjo,17,0.016205910390848427
1,1049,Baritone Sax,11,0.010486177311725452
1,1049,Bass Lead,14,0.013346043851286939
1,1049,Bassoon,11,0.010486177311725452
1,1049,Bottle Blow,9,0.008579599618684462
1,1049,Bowed Pad,13,0.012392755004766444
1,1049,Brass Section,20,0.019065776930409915
1,1049,Bright Acoustic Piano,17,0.016205910390848427
1,1049,Calliope Lead,13,0.012392755004766444
1,1049,Cello,9,0.008579599618684462
1,1049,Charang Lead,13,0.012392755004766444
1,1049,Chiff Lead,7,0.006673021925643469
1,1049,"Choir ""Aah""",9,0.008579599618684462
1,1049,"Choir ""Ooh""",12,0.011439466158245948
1,1049,Choir Pad,18,0.017159199237368923
1,1049,Chorused Piano,10,0.009532888465204958
1,1049,Church Organ,8,0.0076263107721639654
1,1049,Clarinet,16,0.015252621544327931
1,1049,Clavinet,11,0.010486177311725452
1,1049,Contrabass,11,0.010486177311725452
1,1049,Distortion Guitar,11,0.010486177311725452
1,1049,Dulcimer,15,0.014299332697807435
1,1049,Electric Clean Guitar,13,0.012392755004766444
1,1049,Electric Grand Piano,12,0.011439466158245948
1,1049,Electric Jazz Guitar,12,0.011439466158245948
1,1049,Electric Muted Guitar,5,0.004766444232602479
1,1049,English Horn,8,0.0076263107721639654
1,1049,Fiddle,14,0.013346043851286939
1,1049,Fingered Electric Bass,8,0.0076263107721639654
1,1049,Flute,15,0.014299332697807435
1,1049,French Horn,13,0.012392755004766444
1,1049,Fretless Bass,13,0.012392755004766444
1,1049,Halo Pad,10,0.009532888465204958
1,1049,Hammond Organ,15,0.014299332697807435
1,1049,Harpsichord,12,0.011439466158245948
1,1049,Honky-tonk Piano,10,0.009532888465204958
1,1049,Kalimba,9,0.008579599618684462
1,1049,Koto,8,0.0076263107721639654
1,1049,Marimba,11,0.010486177311725452
1,1049,Metallic Pad,8,0.0076263107721639654
1,1049,Music Box,8,0.0076263107721639654
1,1049,Muted Trumpet,14,0.013346043851286939
1,1049,New Age Pad,12,0.011439466158245948
1,1049,Oboe,7,0.006673021925643469
1,1049,Ocarina,8,0.0076263107721639654
1,1049,Orchestral Harp,11,0.010486177311725452
1,1049,Overdriven Guitar,11,0.010486177311725452
1,1049,Pan Flute,10,0.009532888465204958
1,1049,Percussive Organ,12,0.011439466158245948
1,1049,Piccolo,16,0.015252621544327931
1,1049,Pizzicato Strings,13,0.012392755004766444
1,1049,Plucked Electric Bass,16,0.015252621544327931
1,1049,Polysynth Pad,9,0.008579599618684462
