fold,fold_count,name,count,proportion
1,773,A#_aeolian_DOWN_40_Violin,1,0.00129366106080207
1,773,A#_aeolian_DOWN_51_Synth_Strings_2,1,0.00129366106080207
1,773,"A#_aeolian_DOWN_53_Choir_""Ooh""",1,0.00129366106080207
1,773,A#_aeolian_DOWN_82_Calliope_Lead,1,0.00129366106080207
1,773,A#_aeolian_DOWN_95_Sweep_Pad,1,0.00129366106080207
1,773,A#_aeolian_UP_110_Fiddle,1,0.00129366106080207
1,773,A#_aeolian_UP_11_Vibraphone,1,0.00129366106080207
1,773,A#_aeolian_UP_39_Synth_Bass_2,1,0.00129366106080207
1,773,A#_aeolian_UP_6_Harpsichord,1,0.00129366106080207
1,773,A#_aeolian_UP_88_New_Age_Pad,1,0.00129366106080207
1,773,A#_dorian_DOWN_51_Synth_Strings_2,1,0.00129366106080207
1,773,A#_dorian_DOWN_75_Pan_Flute,1,0.00129366106080207
1,773,A#_dorian_UP_25_Acoustic_Steel_Guitar,1,0.00129366106080207
1,773,A#_dorian_UP_39_Synth_Bass_2,1,0.00129366106080207
1,773,A#_dorian_UP_62_Synth_Brass_1,1,0.00129366106080207
1,773,A#_dorian_UP_81_Sawtooth_Wave_Lead,1,0.00129366106080207
1,773,A#_dorian_UP_88_New_Age_Pad,1,0.00129366106080207
1,773,A#_ionian_DOWN_12_Marimba,1,0.00129366106080207
1,773,A#_ionian_DOWN_33_Fingered_Electric_Bass,1,0.00129366106080207
1,773,A#_ionian_DOWN_34_Plucked_Electric_Bass,1,0.00129366106080207
1,773,A#_ionian_DOWN_36_Slap_Bass_1,1,0.00129366106080207
1,773,A#_ionian_DOWN_72_Piccolo,1,0.00129366106080207
1,773,A#_ionian_DOWN_74_Recorder,1,0.00129366106080207
1,773,A#_ionian_UP_110_Fiddle,1,0.00129366106080207
1,773,A#_ionian_UP_18_Rock_Organ,1,0.00129366106080207
1,773,A#_ionian_UP_42_Cello,1,0.00129366106080207
1,773,A#_ionian_UP_60_French_Horn,1,0.00129366106080207
1,773,A#_ionian_UP_65_Alto_Sax,1,0.00129366106080207
1,773,A#_ionian_UP_84_Charang_Lead,1,0.00129366106080207
1,773,A#_ionian_UP_90_Polysynth_Pad,1,0.00129366106080207
1,773,A#_locrian_DOWN_15_Dulcimer,1,0.00129366106080207
1,773,A#_locrian_DOWN_38_Synth_Bass_1,1,0.00129366106080207
1,773,A#_locrian_DOWN_49_String_Ensemble_2,1,0.00129366106080207
1,773,A#_locrian_DOWN_74_Recorder,1,0.00129366106080207
1,773,A#_locrian_DOWN_82_Calliope_Lead,1,0.00129366106080207
1,773,A#_locrian_DOWN_87_Bass_Lead,1,0.00129366106080207
1,773,A#_locrian_DOWN_92_Bowed_Pad,1,0.00129366106080207
1,773,A#_locrian_UP_111_Shanai,1,0.00129366106080207
1,773,A#_locrian_UP_36_Slap_Bass_1,1,0.00129366106080207
1,773,A#_locrian_UP_43_Contrabass,1,0.00129366106080207
1,773,"A#_locrian_UP_53_Choir_""Ooh""",1,0.00129366106080207
1,773,A#_lydian_DOWN_24_Acoustic_Nylon_Guitar,1,0.00129366106080207
1,773,A#_lydian_DOWN_70_Bassoon,1,0.00129366106080207
1,773,A#_lydian_DOWN_71_Clarinet,1,0.00129366106080207
1,773,A#_lydian_UP_104_Sitar,1,0.00129366106080207
1,773,A#_lydian_UP_32_Acoustic_Bass,1,0.00129366106080207
1,773,A#_lydian_UP_33_Fingered_Electric_Bass,1,0.00129366106080207
1,773,A#_lydian_UP_38_Synth_Bass_1,1,0.00129366106080207
