fold,fold_count,name,count,proportion
1,202,100_bpm_woodblock_light_offset_4,1,0.0049504950495049506
1,202,101_bpm_taiko_offset_0,1,0.0049504950495049506
1,202,101_bpm_woodblock_dark_offset_2,1,0.0049504950495049506
1,202,102_bpm_taiko_offset_4,1,0.0049504950495049506
1,202,102_bpm_woodblock_dark_offset_2,1,0.0049504950495049506
1,202,103_bpm_taiko_offset_4,1,0.0049504950495049506
1,202,103_bpm_woodblock_light_offset_3,1,0.0049504950495049506
1,202,104_bpm_synth_drum_offset_4,1,0.0049504950495049506
1,202,104_bpm_woodblock_dark_offset_2,1,0.0049504950495049506
1,202,105_bpm_synth_drum_offset_4,1,0.0049504950495049506
1,202,106_bpm_default_offset_0,1,0.0049504950495049506
1,202,106_bpm_synth_drum_offset_0,1,0.0049504950495049506
1,202,107_bpm_taiko_offset_0,1,0.0049504950495049506
1,202,107_bpm_woodblock_light_offset_0,1,0.0049504950495049506
1,202,108_bpm_default_offset_0,1,0.0049504950495049506
1,202,108_bpm_woodblock_dark_offset_0,1,0.0049504950495049506
1,202,109_bpm_woodblock_dark_offset_1,1,0.0049504950495049506
1,202,109_bpm_woodblock_dark_offset_4,1,0.0049504950495049506
1,202,110_bpm_default_offset_3,1,0.0049504950495049506
1,202,111_bpm_synth_drum_offset_0,1,0.0049504950495049506
1,202,111_bpm_synth_drum_offset_1,1,0.0049504950495049506
1,202,112_bpm_taiko_offset_3,1,0.0049504950495049506
1,202,112_bpm_woodblock_dark_offset_3,1,0.0049504950495049506
1,202,113_bpm_taiko_offset_0,1,0.0049504950495049506
1,202,113_bpm_woodblock_light_offset_2,1,0.0049504950495049506
1,202,114_bpm_woodblock_dark_offset_4,1,0.0049504950495049506
1,202,115_bpm_synth_drum_offset_1,1,0.0049504950495049506
1,202,115_bpm_woodblock_light_offset_0,1,0.0049504950495049506
1,202,116_bpm_synth_drum_offset_4,1,0.0049504950495049506
1,202,116_bpm_woodblock_light_offset_0,1,0.0049504950495049506
1,202,117_bpm_synth_drum_offset_2,1,0.0049504950495049506
1,202,117_bpm_taiko_offset_0,1,0.0049504950495049506
1,202,118_bpm_synth_drum_offset_4,1,0.0049504950495049506
1,202,118_bpm_taiko_offset_4,1,0.0049504950495049506
1,202,119_bpm_default_offset_3,1,0.0049504950495049506
1,202,120_bpm_taiko_offset_4,1,0.0049504950495049506
1,202,120_bpm_woodblock_dark_offset_3,1,0.0049504950495049506
1,202,121_bpm_woodblock_dark_offset_3,1,0.0049504950495049506
1,202,121_bpm_woodblock_light_offset_0,1,0.0049504950495049506
1,202,122_bpm_default_offset_0,1,0.0049504950495049506
1,202,122_bpm_taiko_offset_3,1,0.0049504950495049506
1,202,123_bpm_synth_drum_offset_1,1,0.0049504950495049506
1,202,123_bpm_taiko_offset_3,1,0.0049504950495049506
1,202,124_bpm_woodblock_dark_offset_1,1,0.0049504950495049506
1,202,125_bpm_default_offset_1,1,0.0049504950495049506
1,202,125_bpm_default_offset_4,1,0.0049504950495049506
1,202,126_bpm_woodblock_dark_offset_0,1,0.0049504950495049506
1,202,126_bpm_woodblock_dark_offset_4,1,0.0049504950495049506
1,202,127_bpm_default_offset_2,1,0.0049504950495049506
1,202,127_bpm_synth_drum_offset_1,1,0.0049504950495049506
