set_type,set_type_count,path,count,proportion
test,180,12_8_120_bpm_default_reverb_level_0_offset_1.wav,1,0.005555555555555556
test,180,12_8_120_bpm_default_reverb_level_0_offset_2.wav,1,0.005555555555555556
test,180,12_8_120_bpm_default_reverb_level_0_offset_9.wav,1,0.005555555555555556
test,180,12_8_120_bpm_default_reverb_level_1_offset_6.wav,1,0.005555555555555556
test,180,12_8_120_bpm_default_reverb_level_2_offset_0.wav,1,0.005555555555555556
test,180,12_8_120_bpm_default_reverb_level_2_offset_4.wav,1,0.005555555555555556
test,180,12_8_120_bpm_synth_drum_reverb_level_0_offset_1.wav,1,0.005555555555555556
test,180,12_8_120_bpm_synth_drum_reverb_level_0_offset_2.wav,1,0.005555555555555556
test,180,12_8_120_bpm_synth_drum_reverb_level_0_offset_4.wav,1,0.005555555555555556
test,180,12_8_120_bpm_synth_drum_reverb_level_1_offset_1.wav,1,0.005555555555555556
test,180,12_8_120_bpm_synth_drum_reverb_level_1_offset_7.wav,1,0.005555555555555556
test,180,12_8_120_bpm_synth_drum_reverb_level_2_offset_2.wav,1,0.005555555555555556
test,180,12_8_120_bpm_taiko_reverb_level_0_offset_3.wav,1,0.005555555555555556
test,180,12_8_120_bpm_taiko_reverb_level_1_offset_2.wav,1,0.005555555555555556
test,180,12_8_120_bpm_taiko_reverb_level_2_offset_0.wav,1,0.005555555555555556
test,180,12_8_120_bpm_taiko_reverb_level_2_offset_3.wav,1,0.005555555555555556
test,180,12_8_120_bpm_woodblock_dark_reverb_level_0_offset_0.wav,1,0.005555555555555556
test,180,12_8_120_bpm_woodblock_dark_reverb_level_1_offset_4.wav,1,0.005555555555555556
test,180,12_8_120_bpm_woodblock_dark_reverb_level_1_offset_6.wav,1,0.005555555555555556
test,180,12_8_120_bpm_woodblock_dark_reverb_level_2_offset_0.wav,1,0.005555555555555556
test,180,12_8_120_bpm_woodblock_light_reverb_level_0_offset_6.wav,1,0.005555555555555556
test,180,12_8_120_bpm_woodblock_light_reverb_level_1_offset_0.wav,1,0.005555555555555556
test,180,12_8_120_bpm_woodblock_light_reverb_level_1_offset_4.wav,1,0.005555555555555556
test,180,12_8_120_bpm_woodblock_light_reverb_level_1_offset_9.wav,1,0.005555555555555556
test,180,2_2_120_bpm_default_reverb_level_0_offset_1.wav,1,0.005555555555555556
test,180,2_2_120_bpm_default_reverb_level_1_offset_0.wav,1,0.005555555555555556
test,180,2_2_120_bpm_default_reverb_level_1_offset_9.wav,1,0.005555555555555556
test,180,2_2_120_bpm_default_reverb_level_2_offset_4.wav,1,0.005555555555555556
test,180,2_2_120_bpm_default_reverb_level_2_offset_8.wav,1,0.005555555555555556
test,180,2_2_120_bpm_synth_drum_reverb_level_0_offset_0.wav,1,0.005555555555555556
test,180,2_2_120_bpm_synth_drum_reverb_level_2_offset_7.wav,1,0.005555555555555556
test,180,2_2_120_bpm_taiko_reverb_level_0_offset_7.wav,1,0.005555555555555556
test,180,2_2_120_bpm_taiko_reverb_level_1_offset_5.wav,1,0.005555555555555556
test,180,2_2_120_bpm_taiko_reverb_level_2_offset_1.wav,1,0.005555555555555556
test,180,2_2_120_bpm_woodblock_dark_reverb_level_0_offset_1.wav,1,0.005555555555555556
test,180,2_2_120_bpm_woodblock_dark_reverb_level_0_offset_7.wav,1,0.005555555555555556
test,180,2_2_120_bpm_woodblock_dark_reverb_level_1_offset_1.wav,1,0.005555555555555556
test,180,2_2_120_bpm_woodblock_dark_reverb_level_1_offset_8.wav,1,0.005555555555555556
test,180,2_2_120_bpm_woodblock_dark_reverb_level_2_offset_1.wav,1,0.005555555555555556
test,180,2_2_120_bpm_woodblock_light_reverb_level_0_offset_5.wav,1,0.005555555555555556
test,180,2_2_120_bpm_woodblock_light_reverb_level_0_offset_9.wav,1,0.005555555555555556
test,180,2_2_120_bpm_woodblock_light_reverb_level_1_offset_0.wav,1,0.005555555555555556
test,180,2_2_120_bpm_woodblock_light_reverb_level_1_offset_6.wav,1,0.005555555555555556
test,180,2_2_120_bpm_woodblock_light_reverb_level_2_offset_0.wav,1,0.005555555555555556
test,180,2_2_120_bpm_woodblock_light_reverb_level_2_offset_6.wav,1,0.005555555555555556
test,180,2_4_120_bpm_default_reverb_level_0_offset_0.wav,1,0.005555555555555556
test,180,2_4_120_bpm_default_reverb_level_1_offset_7.wav,1,0.005555555555555556
test,180,2_4_120_bpm_default_reverb_level_2_offset_2.wav,1,0.005555555555555556
test,180,2_4_120_bpm_synth_drum_reverb_level_0_offset_3.wav,1,0.005555555555555556
test,180,2_4_120_bpm_synth_drum_reverb_level_2_offset_4.wav,1,0.005555555555555556
test,180,2_4_120_bpm_taiko_reverb_level_0_offset_0.wav,1,0.005555555555555556
test,180,2_4_120_bpm_taiko_reverb_level_0_offset_2.wav,1,0.005555555555555556
test,180,2_4_120_bpm_taiko_reverb_level_1_offset_2.wav,1,0.005555555555555556
test,180,2_4_120_bpm_taiko_reverb_level_1_offset_4.wav,1,0.005555555555555556
test,180,2_4_120_bpm_taiko_reverb_level_1_offset_9.wav,1,0.005555555555555556
test,180,2_4_120_bpm_taiko_reverb_level_2_offset_0.wav,1,0.005555555555555556
test,180,2_4_120_bpm_taiko_reverb_level_2_offset_1.wav,1,0.005555555555555556
test,180,2_4_120_bpm_woodblock_dark_reverb_level_0_offset_9.wav,1,0.005555555555555556
test,180,2_4_120_bpm_woodblock_dark_reverb_level_1_offset_6.wav,1,0.005555555555555556
test,180,2_4_120_bpm_woodblock_dark_reverb_level_1_offset_8.wav,1,0.005555555555555556
test,180,2_4_120_bpm_woodblock_dark_reverb_level_1_offset_9.wav,1,0.005555555555555556
test,180,2_4_120_bpm_woodblock_dark_reverb_level_2_offset_1.wav,1,0.005555555555555556
test,180,2_4_120_bpm_woodblock_dark_reverb_level_2_offset_4.wav,1,0.005555555555555556
test,180,2_4_120_bpm_woodblock_dark_reverb_level_2_offset_7.wav,1,0.005555555555555556
test,180,2_4_120_bpm_woodblock_light_reverb_level_1_offset_0.wav,1,0.005555555555555556
test,180,2_4_120_bpm_woodblock_light_reverb_level_1_offset_3.wav,1,0.005555555555555556
test,180,2_4_120_bpm_woodblock_light_reverb_level_1_offset_5.wav,1,0.005555555555555556
test,180,2_4_120_bpm_woodblock_light_reverb_level_2_offset_0.wav,1,0.005555555555555556
test,180,2_4_120_bpm_woodblock_light_reverb_level_2_offset_9.wav,1,0.005555555555555556
test,180,3_4_120_bpm_default_reverb_level_0_offset_9.wav,1,0.005555555555555556
test,180,3_4_120_bpm_default_reverb_level_1_offset_1.wav,1,0.005555555555555556
test,180,3_4_120_bpm_default_reverb_level_2_offset_1.wav,1,0.005555555555555556
test,180,3_4_120_bpm_synth_drum_reverb_level_0_offset_1.wav,1,0.005555555555555556
test,180,3_4_120_bpm_synth_drum_reverb_level_0_offset_3.wav,1,0.005555555555555556
test,180,3_4_120_bpm_synth_drum_reverb_level_1_offset_6.wav,1,0.005555555555555556
test,180,3_4_120_bpm_woodblock_dark_reverb_level_0_offset_0.wav,1,0.005555555555555556
test,180,3_4_120_bpm_woodblock_dark_reverb_level_0_offset_3.wav,1,0.005555555555555556
test,180,3_4_120_bpm_woodblock_dark_reverb_level_0_offset_6.wav,1,0.005555555555555556
test,180,3_4_120_bpm_woodblock_dark_reverb_level_1_offset_1.wav,1,0.005555555555555556
test,180,3_4_120_bpm_woodblock_dark_reverb_level_1_offset_3.wav,1,0.005555555555555556
test,180,3_4_120_bpm_woodblock_dark_reverb_level_1_offset_6.wav,1,0.005555555555555556
test,180,3_4_120_bpm_woodblock_dark_reverb_level_2_offset_6.wav,1,0.005555555555555556
test,180,3_4_120_bpm_woodblock_light_reverb_level_0_offset_3.wav,1,0.005555555555555556
test,180,3_4_120_bpm_woodblock_light_reverb_level_0_offset_7.wav,1,0.005555555555555556
test,180,3_4_120_bpm_woodblock_light_reverb_level_1_offset_2.wav,1,0.005555555555555556
test,180,3_4_120_bpm_woodblock_light_reverb_level_1_offset_3.wav,1,0.005555555555555556
test,180,3_4_120_bpm_woodblock_light_reverb_level_1_offset_7.wav,1,0.005555555555555556
test,180,3_4_120_bpm_woodblock_light_reverb_level_2_offset_0.wav,1,0.005555555555555556
test,180,3_4_120_bpm_woodblock_light_reverb_level_2_offset_1.wav,1,0.005555555555555556
test,180,3_4_120_bpm_woodblock_light_reverb_level_2_offset_3.wav,1,0.005555555555555556
test,180,3_8_120_bpm_default_reverb_level_0_offset_3.wav,1,0.005555555555555556
test,180,3_8_120_bpm_default_reverb_level_0_offset_8.wav,1,0.005555555555555556
test,180,3_8_120_bpm_synth_drum_reverb_level_0_offset_1.wav,1,0.005555555555555556
test,180,3_8_120_bpm_synth_drum_reverb_level_0_offset_5.wav,1,0.005555555555555556
test,180,3_8_120_bpm_synth_drum_reverb_level_1_offset_4.wav,1,0.005555555555555556
test,180,3_8_120_bpm_synth_drum_reverb_level_2_offset_2.wav,1,0.005555555555555556
test,180,3_8_120_bpm_taiko_reverb_level_0_offset_4.wav,1,0.005555555555555556
test,180,3_8_120_bpm_taiko_reverb_level_0_offset_6.wav,1,0.005555555555555556
test,180,3_8_120_bpm_taiko_reverb_level_0_offset_8.wav,1,0.005555555555555556
test,180,3_8_120_bpm_taiko_reverb_level_1_offset_0.wav,1,0.005555555555555556
test,180,3_8_120_bpm_taiko_reverb_level_1_offset_5.wav,1,0.005555555555555556
test,180,3_8_120_bpm_taiko_reverb_level_2_offset_5.wav,1,0.005555555555555556
test,180,3_8_120_bpm_taiko_reverb_level_2_offset_7.wav,1,0.005555555555555556
test,180,3_8_120_bpm_taiko_reverb_level_2_offset_8.wav,1,0.005555555555555556
test,180,3_8_120_bpm_woodblock_dark_reverb_level_0_offset_9.wav,1,0.005555555555555556
test,180,3_8_120_bpm_woodblock_dark_reverb_level_1_offset_1.wav,1,0.005555555555555556
test,180,3_8_120_bpm_woodblock_dark_reverb_level_1_offset_5.wav,1,0.005555555555555556
test,180,3_8_120_bpm_woodblock_dark_reverb_level_1_offset_7.wav,1,0.005555555555555556
test,180,3_8_120_bpm_woodblock_dark_reverb_level_1_offset_8.wav,1,0.005555555555555556
test,180,3_8_120_bpm_woodblock_light_reverb_level_0_offset_1.wav,1,0.005555555555555556
test,180,3_8_120_bpm_woodblock_light_reverb_level_0_offset_4.wav,1,0.005555555555555556
test,180,3_8_120_bpm_woodblock_light_reverb_level_1_offset_1.wav,1,0.005555555555555556
test,180,3_8_120_bpm_woodblock_light_reverb_level_2_offset_3.wav,1,0.005555555555555556
test,180,3_8_120_bpm_woodblock_light_reverb_level_2_offset_6.wav,1,0.005555555555555556
test,180,4_4_120_bpm_default_reverb_level_0_offset_1.wav,1,0.005555555555555556
test,180,4_4_120_bpm_default_reverb_level_2_offset_1.wav,1,0.005555555555555556
test,180,4_4_120_bpm_default_reverb_level_2_offset_3.wav,1,0.005555555555555556
test,180,4_4_120_bpm_synth_drum_reverb_level_0_offset_2.wav,1,0.005555555555555556
test,180,4_4_120_bpm_synth_drum_reverb_level_0_offset_3.wav,1,0.005555555555555556
test,180,4_4_120_bpm_synth_drum_reverb_level_0_offset_9.wav,1,0.005555555555555556
test,180,4_4_120_bpm_synth_drum_reverb_level_1_offset_3.wav,1,0.005555555555555556
test,180,4_4_120_bpm_synth_drum_reverb_level_2_offset_5.wav,1,0.005555555555555556
test,180,4_4_120_bpm_synth_drum_reverb_level_2_offset_6.wav,1,0.005555555555555556
test,180,4_4_120_bpm_synth_drum_reverb_level_2_offset_7.wav,1,0.005555555555555556
test,180,4_4_120_bpm_taiko_reverb_level_0_offset_1.wav,1,0.005555555555555556
test,180,4_4_120_bpm_taiko_reverb_level_0_offset_2.wav,1,0.005555555555555556
