fold,fold_count,root_note_name,count,proportion
1,773,A,62,0.08020698576972833
1,773,A#,65,0.08408796895213455
1,773,B,68,0.08796895213454076
1,773,C,68,0.08796895213454076
1,773,C#,64,0.08279430789133248
1,773,D,76,0.09831824062095731
1,773,D#,54,0.06985769728331177
1,773,E,59,0.07632600258732213
1,773,F,61,0.07891332470892627
1,773,F#,75,0.09702457956015524
1,773,G,66,0.08538163001293662
1,773,G#,55,0.07115135834411385
2,773,A,60,0.0776196636481242
2,773,A#,62,0.08020698576972833
2,773,B,68,0.08796895213454076
2,773,C,69,0.08926261319534283
2,773,C#,75,0.09702457956015524
2,773,D,63,0.0815006468305304
2,773,D#,58,0.07503234152652005
2,773,E,69,0.08926261319534283
2,773,F,58,0.07503234152652005
2,773,F#,66,0.08538163001293662
2,773,G,57,0.07373868046571799
2,773,G#,68,0.08796895213454076
3,773,A,59,0.07632600258732213
3,773,A#,78,0.10090556274256146
3,773,B,77,0.09961190168175939
3,773,C,62,0.08020698576972833
3,773,C#,69,0.08926261319534283
3,773,D,68,0.08796895213454076
3,773,D#,56,0.07244501940491592
3,773,E,50,0.0646830530401035
3,773,F,83,0.10737386804657181
3,773,F#,58,0.07503234152652005
3,773,G,50,0.0646830530401035
3,773,G#,63,0.0815006468305304
4,773,A,73,0.09443725743855111
4,773,A#,82,0.10608020698576974
4,773,B,64,0.08279430789133248
4,773,C,58,0.07503234152652005
4,773,C#,67,0.08667529107373868
4,773,D,56,0.07244501940491592
4,773,D#,52,0.06727037516170764
4,773,E,65,0.08408796895213455
4,773,F,60,0.0776196636481242
4,773,F#,70,0.0905562742561449
4,773,G,69,0.08926261319534283
4,773,G#,57,0.07373868046571799
5,773,A,75,0.09702457956015524
5,773,A#,68,0.08796895213454076
5,773,B,52,0.06727037516170764
5,773,C,65,0.08408796895213455
5,773,C#,56,0.07244501940491592
5,773,D,70,0.0905562742561449
5,773,D#,71,0.09184993531694696
5,773,E,69,0.08926261319534283
5,773,F,54,0.06985769728331177
5,773,F#,72,0.09314359637774904
5,773,G,68,0.08796895213454076
5,773,G#,53,0.06856403622250971
6,773,A,57,0.07373868046571799
6,773,A#,56,0.07244501940491592
6,773,B,57,0.07373868046571799
6,773,C,75,0.09702457956015524
6,773,C#,73,0.09443725743855111
6,773,D,68,0.08796895213454076
6,773,D#,60,0.0776196636481242
6,773,E,72,0.09314359637774904
6,773,F,67,0.08667529107373868
6,773,F#,64,0.08279430789133248
6,773,G,62,0.08020698576972833
6,773,G#,62,0.08020698576972833
7,773,A,58,0.07503234152652005
7,773,A#,63,0.0815006468305304
7,773,B,63,0.0815006468305304
7,773,C,75,0.09702457956015524
7,773,C#,52,0.06727037516170764
7,773,D,66,0.08538163001293662
7,773,D#,69,0.08926261319534283
7,773,E,68,0.08796895213454076
7,773,F,62,0.08020698576972833
7,773,F#,62,0.08020698576972833
7,773,G,68,0.08796895213454076
7,773,G#,67,0.08667529107373868
8,773,A,64,0.08279430789133248
8,773,A#,76,0.09831824062095731
8,773,B,67,0.08667529107373868
8,773,C,73,0.09443725743855111
8,773,C#,55,0.07115135834411385
8,773,D,62,0.08020698576972833
8,773,D#,51,0.06597671410090557
8,773,E,65,0.08408796895213455
8,773,F,58,0.07503234152652005
8,773,F#,68,0.08796895213454076
8,773,G,62,0.08020698576972833
8,773,G#,72,0.09314359637774904
9,773,A,56,0.07244501940491592
9,773,A#,59,0.07632600258732213
9,773,B,66,0.08538163001293662
9,773,C,67,0.08667529107373868
9,773,C#,67,0.08667529107373868
9,773,D,76,0.09831824062095731
9,773,D#,70,0.0905562742561449
9,773,E,56,0.07244501940491592
9,773,F,66,0.08538163001293662
9,773,F#,58,0.07503234152652005
9,773,G,72,0.09314359637774904
9,773,G#,60,0.0776196636481242
10,773,A,73,0.09443725743855111
10,773,A#,75,0.09702457956015524
10,773,B,73,0.09443725743855111
10,773,C,67,0.08667529107373868
10,773,C#,54,0.06985769728331177
10,773,D,50,0.0646830530401035
10,773,D#,69,0.08926261319534283
10,773,E,65,0.08408796895213455
10,773,F,58,0.07503234152652005
10,773,F#,57,0.07373868046571799
10,773,G,63,0.0815006468305304
10,773,G#,69,0.08926261319534283
11,773,A,64,0.08279430789133248
11,773,A#,60,0.0776196636481242
11,773,B,53,0.06856403622250971
11,773,C,53,0.06856403622250971
11,773,C#,70,0.0905562742561449
11,773,D,62,0.08020698576972833
11,773,D#,75,0.09702457956015524
11,773,E,84,0.10866752910737387
11,773,F,61,0.07891332470892627
11,773,F#,65,0.08408796895213455
11,773,G,62,0.08020698576972833
11,773,G#,64,0.08279430789133248
12,773,A,66,0.08538163001293662
12,773,A#,49,0.06338939197930143
12,773,B,66,0.08538163001293662
12,773,C,61,0.07891332470892627
12,773,C#,74,0.09573091849935318
12,773,D,66,0.08538163001293662
12,773,D#,57,0.07373868046571799
12,773,E,76,0.09831824062095731
12,773,F,62,0.08020698576972833
12,773,F#,60,0.0776196636481242
12,773,G,63,0.0815006468305304
12,773,G#,73,0.09443725743855111
13,773,A,60,0.0776196636481242
13,773,A#,57,0.07373868046571799
13,773,B,68,0.08796895213454076
13,773,C,70,0.0905562742561449
13,773,C#,67,0.08667529107373868
13,773,D,63,0.0815006468305304
13,773,D#,71,0.09184993531694696
13,773,E,67,0.08667529107373868
13,773,F,62,0.08020698576972833
13,773,F#,73,0.09443725743855111
13,773,G,61,0.07891332470892627
13,773,G#,54,0.06985769728331177
14,773,A,55,0.07115135834411385
14,773,A#,63,0.0815006468305304
14,773,B,71,0.09184993531694696
14,773,C,46,0.059508408796895215
14,773,C#,45,0.05821474773609315
14,773,D,63,0.0815006468305304
14,773,D#,69,0.08926261319534283
14,773,E,65,0.08408796895213455
14,773,F,76,0.09831824062095731
14,773,F#,67,0.08667529107373868
14,773,G,75,0.09702457956015524
14,773,G#,78,0.10090556274256146
15,773,A,73,0.09443725743855111
15,773,A#,79,0.10219922380336352
15,773,B,66,0.08538163001293662
15,773,C,64,0.08279430789133248
15,773,C#,60,0.0776196636481242
15,773,D,68,0.08796895213454076
15,773,D#,61,0.07891332470892627
15,773,E,61,0.07891332470892627
15,773,F,59,0.07632600258732213
15,773,F#,63,0.0815006468305304
15,773,G,62,0.08020698576972833
15,773,G#,57,0.07373868046571799
16,773,A,52,0.06727037516170764
16,773,A#,70,0.0905562742561449
16,773,B,70,0.0905562742561449
16,773,C,68,0.08796895213454076
16,773,C#,76,0.09831824062095731
16,773,D,67,0.08667529107373868
16,773,D#,65,0.08408796895213455
16,773,E,56,0.07244501940491592
16,773,F,74,0.09573091849935318
16,773,F#,62,0.08020698576972833
16,773,G,53,0.06856403622250971
16,773,G#,60,0.0776196636481242
17,772,A,62,0.08031088082901555
17,772,A#,54,0.06994818652849741
17,772,B,61,0.07901554404145078
17,772,C,54,0.06994818652849741
17,772,C#,67,0.08678756476683938
17,772,D,76,0.09844559585492228
17,772,D#,76,0.09844559585492228
17,772,E,62,0.08031088082901555
17,772,F,74,0.09585492227979275
17,772,F#,61,0.07901554404145078
17,772,G,50,0.06476683937823835
17,772,G#,75,0.09715025906735751
18,772,A,85,0.11010362694300518
18,772,A#,53,0.06865284974093265
18,772,B,59,0.07642487046632125
18,772,C,73,0.09455958549222798
18,772,C#,60,0.07772020725388601
18,772,D,47,0.06088082901554404
18,772,D#,68,0.08808290155440415
18,772,E,57,0.07383419689119171
18,772,F,74,0.09585492227979275
18,772,F#,51,0.06606217616580311
18,772,G,80,0.10362694300518135
18,772,G#,65,0.08419689119170985
19,772,A,66,0.08549222797927461
19,772,A#,58,0.07512953367875648
19,772,B,67,0.08678756476683938
19,772,C,63,0.08160621761658031
19,772,C#,75,0.09715025906735751
19,772,D,61,0.07901554404145078
19,772,D#,63,0.08160621761658031
19,772,E,53,0.06865284974093265
19,772,F,57,0.07383419689119171
19,772,F#,63,0.08160621761658031
19,772,G,70,0.09067357512953368
19,772,G#,76,0.09844559585492228
20,772,A,68,0.08808290155440415
20,772,A#,61,0.07901554404145078
20,772,B,52,0.06735751295336788
20,772,C,57,0.07383419689119171
20,772,C#,62,0.08031088082901555
20,772,D,60,0.07772020725388601
20,772,D#,73,0.09455958549222798
20,772,E,69,0.08937823834196891
20,772,F,62,0.08031088082901555
20,772,F#,73,0.09455958549222798
20,772,G,75,0.09715025906735751
20,772,G#,60,0.07772020725388601
