set_type,set_type_count,path,count,proportion
test,603,186_bpm_synth_drum_offset_2.wav,1,0.001658374792703151
test,603,186_bpm_synth_drum_offset_3.wav,1,0.001658374792703151
test,603,186_bpm_synth_drum_offset_4.wav,1,0.001658374792703151
test,603,187_bpm_default_offset_1.wav,1,0.001658374792703151
test,603,187_bpm_default_offset_2.wav,1,0.001658374792703151
test,603,187_bpm_default_offset_3.wav,1,0.001658374792703151
test,603,187_bpm_synth_drum_offset_0.wav,1,0.001658374792703151
test,603,187_bpm_synth_drum_offset_1.wav,1,0.001658374792703151
test,603,187_bpm_synth_drum_offset_2.wav,1,0.001658374792703151
test,603,187_bpm_taiko_offset_0.wav,1,0.001658374792703151
test,603,187_bpm_woodblock_dark_offset_0.wav,1,0.001658374792703151
test,603,187_bpm_woodblock_dark_offset_4.wav,1,0.001658374792703151
test,603,187_bpm_woodblock_light_offset_2.wav,1,0.001658374792703151
test,603,187_bpm_woodblock_light_offset_3.wav,1,0.001658374792703151
test,603,187_bpm_woodblock_light_offset_4.wav,1,0.001658374792703151
test,603,188_bpm_default_offset_1.wav,1,0.001658374792703151
test,603,188_bpm_default_offset_3.wav,1,0.001658374792703151
test,603,188_bpm_default_offset_4.wav,1,0.001658374792703151
test,603,188_bpm_synth_drum_offset_0.wav,1,0.001658374792703151
test,603,188_bpm_synth_drum_offset_1.wav,1,0.001658374792703151
test,603,188_bpm_synth_drum_offset_4.wav,1,0.001658374792703151
test,603,188_bpm_taiko_offset_1.wav,1,0.001658374792703151
test,603,188_bpm_woodblock_dark_offset_2.wav,1,0.001658374792703151
test,603,188_bpm_woodblock_dark_offset_4.wav,1,0.001658374792703151
test,603,188_bpm_woodblock_light_offset_0.wav,1,0.001658374792703151
test,603,188_bpm_woodblock_light_offset_1.wav,1,0.001658374792703151
test,603,188_bpm_woodblock_light_offset_2.wav,1,0.001658374792703151
test,603,189_bpm_default_offset_4.wav,1,0.001658374792703151
test,603,189_bpm_synth_drum_offset_1.wav,1,0.001658374792703151
test,603,189_bpm_synth_drum_offset_2.wav,1,0.001658374792703151
test,603,189_bpm_synth_drum_offset_4.wav,1,0.001658374792703151
test,603,189_bpm_taiko_offset_1.wav,1,0.001658374792703151
test,603,189_bpm_taiko_offset_2.wav,1,0.001658374792703151
test,603,189_bpm_taiko_offset_4.wav,1,0.001658374792703151
test,603,189_bpm_woodblock_dark_offset_0.wav,1,0.001658374792703151
test,603,189_bpm_woodblock_dark_offset_2.wav,1,0.001658374792703151
test,603,189_bpm_woodblock_light_offset_0.wav,1,0.001658374792703151
test,603,189_bpm_woodblock_light_offset_1.wav,1,0.001658374792703151
test,603,189_bpm_woodblock_light_offset_2.wav,1,0.001658374792703151
test,603,189_bpm_woodblock_light_offset_4.wav,1,0.001658374792703151
test,603,190_bpm_default_offset_0.wav,1,0.001658374792703151
test,603,190_bpm_default_offset_1.wav,1,0.001658374792703151
