cluster,max_label,max_proportion
0,subp,0.21548118
1,revhairpin,0.20240481
2,hairpin,0.21412556
3,revhairpin,0.25143677
4,subf,0.27417028
5,revhairpin,0.2431259
6,subp,0.1904762
7,hairpin,0.20699172
8,revhairpin,0.22668113
9,hairpin,0.25428572
10,flat,0.22463769
11,subf,0.2723658
12,hairpin,0.22878788
13,flat,0.48427674
14,subf,0.3004292
15,subp,0.23917137
16,flat,0.6236324
17,revhairpin,0.21613394
18,hairpin,0.23488773
19,flat,0.47844827
20,flat,0.37982833
21,flat,0.7866667
22,flat,0.23753665
23,subp,0.27493918
