cluster,max_label,max_proportion
0,augmajor7,0.21595225
1,minor7,0.17694704
2,minormajor7,0.21477273
3,augmajor7,0.18346958
4,fulldim7,0.3116531
5,major7,0.13429257
6,augmajor7,0.1377551
7,halfdim7,0.14266667
8,augmajor7,0.22869198
9,augmajor7,0.2395998
10,minormajor7,0.2063745
11,fulldim7,0.41963637
12,minor7,0.18954249
13,augmajor7,0.22827938
14,augmajor7,0.21393035
15,minor7,0.1439206
16,fulldim7,0.51115835
17,fulldim7,0.42664266
18,augmajor7,0.1991183
19,fulldim7,0.13277134
20,minor7,0.15764426
21,majorminor7,0.15175097
22,minor7,0.14576547
23,minor7,0.18759936
24,fulldim7,0.4173778
25,majorminor7,0.17053825
26,fulldim7,0.5194229
27,fulldim7,0.3656
