cluster,max_label,max_proportion
0,major7,0.20099255
1,minor7,0.1750547
2,augmajor7,0.2197183
3,augmajor7,0.2049948
4,fulldim7,0.4107884
5,fulldim7,0.13691932
6,augmajor7,0.13752122
7,halfdim7,0.14167812
8,augmajor7,0.20851064
9,fulldim7,0.46207497
10,minormajor7,0.21165381
11,fulldim7,0.4367622
12,minor7,0.17368962
13,augmajor7,0.23211169
14,augmajor7,0.19962803
15,minor7,0.1442786
16,fulldim7,0.44339624
17,fulldim7,0.40493318
18,augmajor7,0.18387909
19,fulldim7,0.13305174
20,major7,0.17741935
21,majorminor7,0.15129533
22,augmajor7,0.20877193
23,minor7,0.19344525
24,augmajor7,0.19384184
25,fulldim7,0.37599093
26,fulldim7,0.53554505
27,fulldim7,0.44014084
28,major7,0.19516128
29,minor7,0.18774548
30,augmajor7,0.2195122
31,minor7,0.13636364
